City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Amaravati,2019-07-24,9.92,23.28,2.09,7.06,,3.02,0.32,9.04,24.9,0.11,0.85,0.12,,
Amaravati,2019-07-25,11.23,25.46,12.82,24.43,37.25,2.84,0.38,21.66,27.89,0.11,1.35,0.27,,
Amaravati,2019-07-26,7.48,15.84,4.57,10.04,14.61,3.4,0.38,12.51,20.01,0.09,0.96,0.15,35.0,Good
Amaravati,2019-07-27,12.52,30.89,1.4,3.94,5.34,3.12,0.55,14.14,22.33,0.13,0.94,0.16,65.0,Satisfactory
Amaravati,2019-07-28,13.25,37.61,0.65,2.08,2.73,2.17,0.33,12.58,22.05,0.0,0.38,0.1,36.0,Good
Amaravati,2019-07-29,10.89,26.77,5.81,11.39,17.2,2.47,0.56,21.15,19.61,0.1,0.84,0.15,68.0,Satisfactory
Amaravati,2019-07-30,8.0,22.87,5.36,10.03,15.39,1.87,0.31,14.72,22.5,0.19,0.98,0.13,28.0,Good
Amaravati,2019-07-31,10.62,26.84,2.17,4.4,6.57,2.59,0.38,11.66,24.46,0.2,0.88,0.11,29.0,Good
Amaravati,2019-08-01,8.71,21.35,1.77,4.43,6.199999999999999,2.43,0.39,13.83,20.11,0.06,0.5,0.21,34.0,Good
Amaravati,2019-08-02,6.85,13.3,1.61,1.52,3.13,2.44,0.46,13.29,18.07,0.04,0.26,0.1,68.0,Satisfactory
Amaravati,2019-08-03,9.31,19.98,1.48,3.35,4.83,4.4,0.32,11.83,20.23,0.09,0.36,0.1,24.0,Good
Amaravati,2019-08-04,9.09,18.33,1.68,4.02,5.699999999999999,6.13,0.34,10.88,23.92,0.19,0.4,,27.0,Good
Amaravati,2019-08-05,7.53,24.18,2.74,6.1,8.84,6.38,0.34,26.08,26.62,0.35,0.49,0.1,31.0,Good
Amaravati,2019-08-06,6.89,13.83,2.96,6.48,9.440000000000001,6.28,0.34,13.35,21.06,0.06,0.61,0.12,32.0,Good
Amaravati,2019-08-07,7.35,18.12,3.22,6.38,9.6,6.23,0.46,11.57,21.64,0.22,0.5,0.1,66.0,Satisfactory
Amaravati,2019-08-08,7.45,19.56,3.47,7.66,11.13,6.31,0.27,11.94,22.68,0.29,0.5,0.1,27.0,Good
Amaravati,2019-08-09,10.88,30.31,3.17,10.11,13.28,6.98,0.41,11.86,22.62,0.12,1.08,0.16,32.0,Good
Amaravati,2019-08-10,13.49,37.83,2.45,7.57,10.02,7.17,0.5,19.01,27.18,0.29,0.78,0.28,70.0,Satisfactory
Amaravati,2019-08-11,16.6,47.35,2.07,6.74,8.81,6.66,0.6,15.64,31.28,0.28,0.94,0.14,76.0,Satisfactory
Amaravati,2019-08-12,18.19,43.56,1.89,7.45,9.34,6.45,0.32,12.44,25.4,0.37,0.73,,49.0,Good
Amaravati,2019-08-13,,,,,,,,,,,,,,
Amaravati,2019-08-14,24.25,52.38,4.37,15.26,19.63,10.3,1.31,12.16,35.45,0.21,2.75,0.71,,
Amaravati,2019-08-15,24.56,47.61,2.23,9.16,11.39,14.56,0.58,18.9,33.97,0.19,1.87,0.52,51.0,Satisfactory
Amaravati,2019-08-16,15.75,34.12,2.8,,12.14,12.08,0.4,28.32,36.06,0.16,1.66,0.17,49.0,Good
Amaravati,2019-08-17,17.54,31.8,2.74,9.58,12.32,13.57,0.42,20.69,28.25,0.28,3.35,0.12,40.0,Good
Amaravati,2019-08-18,,,,,,,,,,,,,,
Amaravati,2019-08-19,,,,,,,,,,,,,,
Amaravati,2019-08-20,,,,,,,,,,,,,,
Amaravati,2019-08-21,,,,,,,,,,,,,,
Amaravati,2019-08-22,,,,,,,,,,,,,,
Amaravati,2019-08-23,,,,,,,,,,,,,,
Amaravati,2019-08-24,,,,,,,,,,,,,,
Amaravati,2019-08-25,,,,,,,,,,,,,,
Amaravati,2019-08-26,,,,,,,,,,,,,,
Amaravati,2019-08-27,14.0,42.0,6.39,22.75,29.14,9.73,0.55,6.44,32.56,0.18,1.24,0.22,,
Amaravati,2019-08-28,15.8,44.75,3.71,12.43,16.14,14.64,0.62,11.3,36.47,0.12,0.95,0.23,92.0,Satisfactory
Amaravati,2019-08-29,14.98,36.58,4.5,,18.47,15.31,0.47,14.17,29.78,0.12,0.75,0.14,47.0,Good
Amaravati,2019-08-30,10.11,23.08,23.03,14.19,37.22,24.24,0.45,16.84,23.09,0.13,0.99,0.13,37.0,Good
Amaravati,2019-08-31,,,,,,,,,,,,,,
Amaravati,2019-09-01,,,,,,,,,,,,,,
Amaravati,2019-09-02,,,,,,,,,,,,,,
Amaravati,2019-09-03,,,,,,,,,,,,,,
Amaravati,2019-09-04,,,,,,,,,,,,,,
Amaravati,2019-09-05,,,,,,,,,,,,,,
Amaravati,2019-09-06,,,,,,,,,,,,,,
Amaravati,2019-09-07,,,,,,,,,,,,,,
Amaravati,2019-09-08,,,,,,,,,,,,,,
Amaravati,2019-09-09,,,,,,,,,,,,,,
Amaravati,2019-09-10,,,,,,,,,,,,,,
Amaravati,2019-09-11,,,,,,,,,,,,,,
Amaravati,2019-09-12,,,,,,,,,,,,,,
Amaravati,2019-09-13,,,,,,,,,,,,,,
Amaravati,2019-09-14,,,,,,,,,,,,,,
Amaravati,2019-09-15,,,,,,,,,,,,,,
Amaravati,2019-09-16,,,,,,,,,,,,,,
Amaravati,2019-09-17,,,,,,,,,,,,,,
Amaravati,2019-09-18,,,,,,,,,,,,,,
Amaravati,2019-09-19,,,,,,,,,,,,,,
Amaravati,2019-09-20,,,,,,,,,,,,,,
Amaravati,2019-09-21,,,,,,,,,,,,,,
Amaravati,2019-09-22,,,,,,,,,,,,,,
Amaravati,2019-09-23,,,,,,,,,,,,,,
Amaravati,2019-09-24,,,,,,,,,,,,,,
Amaravati,2019-09-25,,,,,,,,,,,,,,
Amaravati,2019-09-26,,,,,,,,,,,,,,
Amaravati,2019-09-27,,,,,,,,,,,,,,
Amaravati,2019-09-28,,,,,,,,,,,,,,
Amaravati,2019-09-29,,,,,,,,,,,,,,
Amaravati,2019-09-30,,,,,,,,,,,,,,
Amaravati,2019-10-01,,,,,,,,,,,,,,
Amaravati,2019-10-02,,,,,,,,,,,,,,
Amaravati,2019-10-03,,,,,,,,,,,,,,
Amaravati,2019-10-04,,,,,,,,,,,,,,
Amaravati,2019-10-05,,,,,,,,,,,,,,
Amaravati,2019-10-06,,,,,,,,,,,,,,
Amaravati,2019-10-07,21.0,34.78,2.21,12.32,14.530000000000001,20.39,0.45,16.43,37.42,0.11,0.86,0.24,,
Amaravati,2019-10-08,23.31,39.09,2.21,12.18,,17.46,0.55,18.77,31.69,0.05,1.04,0.3,50.0,Good
Amaravati,2019-10-09,27.63,44.01,3.3,11.48,14.780000000000001,17.92,0.89,18.89,31.23,0.15,1.48,0.26,78.0,Satisfactory
Amaravati,2019-10-10,21.05,31.3,5.93,,20.22,11.94,0.7,12.85,24.81,0.16,2.59,0.27,45.0,Good
Amaravati,2019-10-11,18.12,33.96,5.09,11.78,16.869999999999997,12.69,0.46,14.24,17.41,0.12,2.45,0.54,43.0,Good
Amaravati,2019-10-12,7.09,24.44,2.65,7.41,10.06,10.75,0.65,13.87,29.37,0.14,1.13,0.27,72.0,Satisfactory
Amaravati,2019-10-13,7.08,21.25,3.19,7.96,11.15,9.64,0.45,13.99,26.75,0.05,1.45,0.37,46.0,Good
Amaravati,2019-10-14,9.79,26.48,,11.9,15.25,8.4,0.65,14.02,30.06,0.08,1.85,0.39,74.0,Satisfactory
Amaravati,2019-10-15,32.29,56.07,2.67,12.02,14.69,12.43,0.72,15.53,47.76,0.37,4.97,0.46,55.0,Satisfactory
Amaravati,2019-10-16,40.0,67.65,3.08,13.18,,12.31,0.64,15.3,51.95,0.34,4.49,0.32,72.0,Satisfactory
Amaravati,2019-10-17,19.31,36.71,5.32,,18.34,10.32,0.52,11.22,28.81,0.26,4.8,0.42,51.0,Satisfactory
Amaravati,2019-10-18,9.48,25.78,3.47,11.3,14.770000000000001,9.41,0.58,12.14,27.95,0.13,2.5,0.32,43.0,Good
Amaravati,2019-10-19,13.78,24.72,3.08,10.61,,10.25,0.47,11.83,29.61,0.21,3.14,0.24,41.0,Good
Amaravati,2019-10-20,8.12,21.82,1.93,,9.78,8.66,0.53,11.39,34.36,0.08,2.0,0.18,52.0,Satisfactory
Amaravati,2019-10-21,9.99,25.65,,12.56,15.81,8.36,0.72,8.72,29.54,0.2,3.97,0.22,72.0,Satisfactory
Amaravati,2019-10-22,9.29,20.41,8.72,16.43,25.15,7.32,0.59,11.26,25.66,0.25,2.18,0.28,44.0,Good
Amaravati,2019-10-23,11.75,23.54,3.84,13.51,17.35,8.03,0.72,10.68,23.48,0.15,1.74,0.16,71.0,Satisfactory
Amaravati,2019-10-24,7.14,23.73,4.15,11.84,15.99,7.79,0.5,8.21,28.73,0.19,1.11,0.23,40.0,Good
Amaravati,2019-10-25,7.53,26.41,,10.7,14.45,7.21,0.46,5.29,25.04,0.14,1.46,0.16,39.0,Good
Amaravati,2019-10-26,11.82,27.75,3.59,11.1,14.69,7.35,0.72,9.54,24.82,0.2,3.1,0.22,69.0,Satisfactory
Amaravati,2019-10-27,18.57,36.29,3.0,9.97,12.97,8.32,0.76,14.66,22.53,0.23,3.37,0.22,49.0,Good
Amaravati,2019-10-28,38.32,53.68,3.85,9.76,13.61,7.89,0.55,18.55,30.26,0.24,2.71,0.17,67.0,Satisfactory
Amaravati,2019-10-29,19.51,39.12,3.98,,16.99,8.33,0.65,15.46,29.36,0.22,3.84,0.24,48.0,Good
Amaravati,2019-10-30,18.54,35.57,6.02,13.63,19.65,8.18,0.62,12.08,28.76,0.2,2.33,0.22,48.0,Good
Amaravati,2019-10-31,12.01,28.41,7.47,13.82,21.29,6.44,0.64,11.34,25.6,0.27,4.01,0.29,45.0,Good
Amaravati,2019-11-01,12.95,35.12,6.0,13.44,,6.68,0.58,12.65,31.2,0.17,2.21,0.2,64.0,Satisfactory
Amaravati,2019-11-02,18.41,39.48,7.8,11.45,19.25,7.12,0.6,11.51,31.08,0.16,1.6,0.16,49.0,Good
Amaravati,2019-11-03,42.98,74.55,5.08,15.53,20.61,9.29,0.67,12.3,45.78,0.31,2.35,0.18,74.0,Satisfactory
Amaravati,2019-11-04,56.76,101.39,4.62,20.7,25.32,10.74,0.68,17.89,41.87,0.44,5.99,0.21,94.0,Satisfactory
Amaravati,2019-11-05,78.45,137.41,6.19,26.0,32.19,11.21,0.82,29.06,42.11,0.59,5.45,0.28,122.0,Moderate
Amaravati,2019-11-06,89.53,148.15,4.0,22.79,26.79,13.0,0.89,20.75,42.72,0.79,9.7,0.27,190.0,Moderate
Amaravati,2019-11-07,85.95,135.44,4.35,,29.130000000000003,13.37,1.04,15.74,47.62,0.58,5.05,0.22,198.0,Moderate
Amaravati,2019-11-08,81.5,128.86,3.06,20.13,,13.9,0.93,21.32,52.53,0.46,4.72,0.17,174.0,Moderate
Amaravati,2019-11-09,77.93,128.41,,14.09,16.32,13.92,0.75,20.18,58.79,0.59,4.45,0.19,168.0,Moderate
Amaravati,2019-11-10,51.46,82.75,1.84,12.24,14.08,11.48,0.64,11.75,44.89,0.49,2.46,0.12,126.0,Moderate
Amaravati,2019-11-11,39.26,68.41,2.81,,19.04,10.87,0.67,10.97,39.44,0.33,2.9,0.11,77.0,Satisfactory
Amaravati,2019-11-12,37.5,69.2,4.33,20.42,24.75,10.74,0.91,11.84,34.42,0.22,2.58,0.16,94.0,Satisfactory
Amaravati,2019-11-13,45.41,76.67,2.6,14.75,17.35,10.82,0.64,13.6,50.03,0.26,4.34,0.1,73.0,Satisfactory
Amaravati,2019-11-14,50.33,91.06,3.02,16.68,19.7,10.46,0.93,10.82,59.48,0.36,2.64,0.24,101.0,Moderate
Amaravati,2019-11-15,60.86,97.67,2.41,13.27,15.68,10.84,0.8,15.36,60.81,0.28,3.78,0.11,100.0,Satisfactory
Amaravati,2019-11-16,64.88,104.25,2.5,15.42,17.92,11.54,1.04,15.4,47.96,0.35,4.66,0.17,115.0,Moderate
Amaravati,2019-11-17,63.97,109.47,2.43,18.14,20.57,11.38,0.83,22.37,37.65,0.21,4.76,0.12,127.0,Moderate
Amaravati,2019-11-18,42.45,72.25,2.7,,17.02,10.74,0.81,15.71,37.44,0.16,2.7,0.14,90.0,Satisfactory
Amaravati,2019-11-19,62.31,89.89,2.51,14.9,17.41,12.77,1.0,16.91,49.95,0.22,1.34,0.18,98.0,Satisfactory
Amaravati,2019-11-20,80.27,113.24,2.34,12.84,15.18,13.44,0.79,14.86,60.68,0.31,1.85,0.12,162.0,Moderate
Amaravati,2019-11-21,63.19,97.39,2.34,13.46,15.8,11.1,0.98,12.61,65.38,0.48,2.41,0.1,141.0,Moderate
Amaravati,2019-11-22,53.15,87.02,2.74,15.54,18.28,9.58,0.65,7.74,55.76,0.6,12.8,0.11,94.0,Satisfactory
Amaravati,2019-11-23,63.39,100.23,2.4,15.36,17.759999999999998,11.13,0.71,12.64,48.1,0.63,6.28,0.17,97.0,Satisfactory
Amaravati,2019-11-24,76.12,111.89,1.96,16.19,18.150000000000002,11.83,0.83,13.3,51.68,0.66,8.57,0.17,136.0,Moderate
Amaravati,2019-11-25,83.5,121.3,2.75,15.78,18.53,13.62,0.81,14.34,61.97,0.56,4.21,0.14,167.0,Moderate
Amaravati,2019-11-26,79.85,124.9,2.61,16.51,19.12,13.29,1.15,17.76,62.87,0.73,3.13,0.16,174.0,Moderate
Amaravati,2019-11-27,68.76,109.47,2.82,21.1,23.92,11.88,0.92,19.3,55.76,0.71,6.18,0.2,151.0,Moderate
Amaravati,2019-11-28,57.83,88.67,2.46,14.13,16.59,10.05,0.78,15.1,51.67,0.4,2.13,0.15,121.0,Moderate
Amaravati,2019-11-29,35.69,63.76,2.11,14.42,16.53,9.11,0.67,14.59,43.35,0.49,8.64,0.14,78.0,Satisfactory
Amaravati,2019-11-30,55.2,86.24,2.55,12.3,14.850000000000001,11.27,0.81,18.46,44.15,0.21,4.76,0.1,79.0,Satisfactory
Amaravati,2019-12-01,65.14,106.58,,16.03,18.71,15.72,0.95,9.83,43.92,0.15,2.41,,94.0,Satisfactory
Amaravati,2019-12-02,55.72,86.96,2.85,13.9,16.75,14.4,0.7,10.3,42.3,0.21,1.95,0.1,98.0,Satisfactory
Amaravati,2019-12-03,63.99,97.97,,14.49,17.42,17.28,0.72,14.19,43.47,0.28,2.0,0.1,100.0,Satisfactory
Amaravati,2019-12-04,77.57,114.45,3.06,14.81,,20.71,0.83,14.99,56.45,0.36,1.69,0.11,156.0,Moderate
Amaravati,2019-12-05,82.76,122.21,3.15,22.64,25.79,18.82,0.78,29.74,55.26,0.85,8.1,0.14,160.0,Moderate
Amaravati,2019-12-06,90.54,132.55,3.23,23.89,,16.04,1.0,19.16,63.55,0.73,6.25,0.1,185.0,Moderate
Amaravati,2019-12-07,61.25,98.77,3.05,19.42,22.470000000000002,12.59,0.95,17.57,60.61,0.86,7.98,,174.0,Moderate
Amaravati,2019-12-08,36.75,63.62,2.46,12.29,14.75,11.52,0.56,12.2,42.28,0.18,2.81,,79.0,Satisfactory
Amaravati,2019-12-09,24.96,49.69,4.02,15.4,19.42,10.42,0.52,13.35,37.78,0.24,7.47,,61.0,Satisfactory
Amaravati,2019-12-10,39.12,69.06,5.93,24.73,30.66,14.14,0.77,10.8,34.82,0.71,8.37,0.13,83.0,Satisfactory
Amaravati,2019-12-11,51.44,82.17,,22.53,27.43,13.61,0.68,12.58,36.02,0.76,4.92,0.16,86.0,Satisfactory
Amaravati,2019-12-12,38.89,66.08,3.95,18.7,22.65,13.46,0.62,10.22,36.73,0.88,12.73,0.15,72.0,Satisfactory
Amaravati,2019-12-13,35.8,62.14,3.3,16.11,19.41,16.42,0.62,12.83,39.73,0.49,4.63,0.12,66.0,Satisfactory
Amaravati,2019-12-14,39.06,63.53,2.22,13.1,15.32,14.38,0.55,13.87,41.66,0.44,12.72,0.1,64.0,Satisfactory
Amaravati,2019-12-15,47.53,79.0,2.62,17.58,20.2,13.85,0.65,17.05,41.13,0.66,10.29,0.19,73.0,Satisfactory
Amaravati,2019-12-16,46.6,78.44,4.18,17.93,22.11,14.81,0.62,18.96,43.5,0.59,6.47,0.18,76.0,Satisfactory
Amaravati,2019-12-17,67.15,107.1,4.36,25.62,29.98,19.74,0.84,12.22,47.84,1.2,9.82,0.25,96.0,Satisfactory
Amaravati,2019-12-18,66.82,105.01,2.43,17.15,19.58,19.94,0.75,12.67,53.85,1.3,12.96,0.23,137.0,Moderate
Amaravati,2019-12-19,83.16,120.25,2.51,17.41,19.92,23.06,0.76,17.03,49.59,1.33,14.69,0.13,138.0,Moderate
Amaravati,2019-12-20,79.92,119.82,2.56,19.92,22.48,20.43,0.9,23.63,43.53,0.87,3.69,0.15,188.0,Moderate
Amaravati,2019-12-21,83.64,118.52,1.83,15.67,17.5,19.48,0.84,16.5,50.47,0.94,4.12,0.12,166.0,Moderate
Amaravati,2019-12-22,72.34,103.82,1.6,13.46,15.06,18.4,0.71,17.81,56.41,0.75,5.72,0.11,162.0,Moderate
Amaravati,2019-12-23,72.99,104.91,1.88,13.46,15.34,17.61,0.69,11.56,57.63,0.93,4.69,0.12,147.0,Moderate
Amaravati,2019-12-24,76.56,115.06,1.87,14.77,16.64,16.52,0.82,14.21,56.77,0.98,5.28,0.11,138.0,Moderate
Amaravati,2019-12-25,84.51,120.22,1.73,13.16,14.89,14.6,0.95,17.69,54.0,1.19,3.31,0.12,194.0,Moderate
Amaravati,2019-12-26,50.52,81.46,2.37,14.79,17.16,13.24,0.59,13.86,32.95,0.89,2.1,0.12,114.0,Moderate
Amaravati,2019-12-27,41.79,73.58,3.48,17.65,21.13,13.75,0.63,14.1,29.21,0.74,2.45,0.13,77.0,Satisfactory
Amaravati,2019-12-28,57.09,88.15,2.19,,17.990000000000002,15.74,0.78,9.56,35.44,0.92,2.46,0.12,79.0,Satisfactory
Amaravati,2019-12-29,74.45,110.95,1.54,12.5,,16.66,0.75,19.09,59.61,1.04,2.28,0.15,133.0,Moderate
Amaravati,2019-12-30,59.42,90.44,1.63,12.73,,14.39,0.92,20.55,63.08,0.87,6.68,0.15,131.0,Moderate
Amaravati,2019-12-31,49.5,80.8,1.67,12.64,14.31,14.44,0.64,17.14,64.8,0.7,1.44,0.11,87.0,Satisfactory
Amaravati,2020-01-01,59.64,88.85,1.67,12.12,13.79,14.99,0.77,17.53,57.26,0.89,3.38,0.12,96.0,Satisfactory
Amaravati,2020-01-02,42.46,65.39,1.72,12.17,13.89,14.75,0.73,17.09,55.17,0.79,2.12,0.11,82.0,Satisfactory
Amaravati,2020-01-03,39.07,62.93,,13.53,15.34,14.43,0.69,22.14,43.7,0.77,3.4,0.17,76.0,Satisfactory
Amaravati,2020-01-04,22.79,38.35,2.27,,21.06,14.34,0.64,19.87,23.59,0.6,5.88,0.24,47.0,Good
Amaravati,2020-01-05,37.81,56.66,,12.98,14.71,20.69,0.63,14.68,36.53,0.6,1.94,0.14,55.0,Satisfactory
Amaravati,2020-01-06,38.82,61.4,1.9,11.64,13.540000000000001,21.22,0.65,18.74,48.53,0.58,1.28,0.11,66.0,Satisfactory
Amaravati,2020-01-07,69.49,97.7,1.95,12.04,13.989999999999998,20.46,0.68,17.89,59.37,0.71,1.24,0.1,109.0,Moderate
Amaravati,2020-01-08,53.32,75.4,1.81,11.47,13.280000000000001,16.98,0.64,15.37,53.9,0.55,1.0,0.1,103.0,Moderate
Amaravati,2020-01-09,37.23,62.09,1.83,13.23,15.06,15.63,0.53,13.54,46.31,0.5,0.92,0.11,78.0,Satisfactory
Amaravati,2020-01-10,51.22,84.62,3.18,21.49,24.669999999999998,17.07,0.67,20.19,36.26,0.85,4.41,0.21,70.0,Satisfactory
Amaravati,2020-01-11,66.57,100.98,1.91,16.47,18.38,18.55,0.76,18.45,37.24,0.65,2.92,0.19,110.0,Moderate
Amaravati,2020-01-12,78.28,109.42,2.34,16.82,19.16,18.62,0.8,24.75,47.01,0.74,3.26,0.12,147.0,Moderate
Amaravati,2020-01-13,85.67,121.55,2.61,20.64,23.25,20.95,0.95,32.97,47.84,1.08,5.83,0.22,177.0,Moderate
Amaravati,2020-01-14,82.66,111.92,1.62,14.0,,19.57,0.85,17.11,56.49,0.91,1.78,0.13,168.0,Moderate
Amaravati,2020-01-15,68.4,90.93,1.72,11.06,12.780000000000001,19.03,0.76,18.33,48.09,0.79,1.9,0.13,163.0,Moderate
Amaravati,2020-01-16,56.44,75.95,1.57,10.33,11.9,21.41,0.64,9.86,47.51,0.52,2.58,0.1,108.0,Moderate
Amaravati,2020-01-17,45.81,66.69,2.1,11.52,13.62,15.1,0.66,15.86,44.3,0.52,1.06,0.1,82.0,Satisfactory
Amaravati,2020-01-18,31.59,51.42,2.23,8.68,10.91,12.88,0.6,12.33,35.43,0.23,0.95,0.1,60.0,Satisfactory
Amaravati,2020-01-19,36.62,58.14,2.01,10.43,12.44,13.99,0.69,16.57,35.86,0.26,0.79,0.1,58.0,Satisfactory
Amaravati,2020-01-20,31.22,57.33,3.69,,20.59,14.42,0.63,14.64,33.25,0.38,1.44,0.14,62.0,Satisfactory
Amaravati,2020-01-21,29.88,55.3,4.31,15.62,19.93,16.82,0.63,14.09,35.92,0.41,1.34,0.14,63.0,Satisfactory
Amaravati,2020-01-22,37.56,65.26,,14.76,17.62,17.54,0.65,14.71,41.22,0.37,1.33,0.11,63.0,Satisfactory
Amaravati,2020-01-23,59.33,93.3,3.08,17.94,21.020000000000003,18.24,0.75,18.29,40.9,0.43,1.41,0.15,87.0,Satisfactory
Amaravati,2020-01-24,61.4,96.6,2.53,15.34,17.87,18.05,0.73,23.54,43.29,0.69,2.14,0.14,101.0,Moderate
Amaravati,2020-01-25,51.18,76.33,1.67,11.66,,18.53,0.64,18.69,46.21,0.49,0.9,0.1,98.0,Satisfactory
Amaravati,2020-01-26,38.39,63.99,2.48,15.39,17.87,16.55,0.61,20.0,36.83,0.46,1.14,0.15,77.0,Satisfactory
Amaravati,2020-01-27,34.56,62.65,2.89,16.51,19.400000000000002,17.89,0.57,19.73,44.57,0.42,0.92,0.13,74.0,Satisfactory
Amaravati,2020-01-28,33.62,60.66,2.5,,17.28,16.7,0.52,20.29,36.88,0.32,0.61,0.12,65.0,Satisfactory
Amaravati,2020-01-29,29.98,51.68,2.24,9.21,11.450000000000001,17.48,0.52,12.76,32.35,0.23,0.36,0.11,59.0,Satisfactory
Amaravati,2020-01-30,32.18,60.01,2.65,13.11,15.76,15.9,0.55,15.43,36.9,0.31,0.65,0.1,59.0,Satisfactory
Amaravati,2020-01-31,26.72,53.9,3.71,15.53,19.24,15.51,0.49,19.06,32.28,0.34,0.8,0.12,66.0,Satisfactory
Amaravati,2020-02-01,21.22,43.36,2.75,,14.87,13.05,0.45,18.25,31.33,0.24,0.49,0.12,52.0,Satisfactory
Amaravati,2020-02-02,19.94,42.27,2.1,10.35,12.45,13.25,0.47,13.38,31.97,0.26,0.91,0.13,47.0,Good
Amaravati,2020-02-03,24.44,47.41,,12.27,15.649999999999999,14.49,0.54,15.16,30.12,0.36,0.95,0.17,48.0,Good
Amaravati,2020-02-04,27.24,49.64,3.19,14.18,17.37,14.24,0.52,16.38,32.33,0.36,0.82,0.17,54.0,Satisfactory
Amaravati,2020-02-05,25.74,46.38,2.92,11.44,14.36,15.08,0.52,19.32,36.58,0.33,0.67,0.13,54.0,Satisfactory
Amaravati,2020-02-06,20.12,42.08,4.32,14.78,19.1,14.0,0.52,15.01,27.59,0.38,1.08,0.17,47.0,Good
Amaravati,2020-02-07,16.85,37.38,2.13,9.88,,14.69,0.44,18.3,36.72,0.18,0.33,0.13,44.0,Good
Amaravati,2020-02-08,22.46,41.78,1.94,10.81,12.75,15.98,0.38,20.25,35.46,0.23,0.33,0.1,45.0,Good
Amaravati,2020-02-09,38.73,63.42,2.15,16.17,18.32,15.89,0.62,17.41,35.62,0.69,2.28,0.17,51.0,Satisfactory
Amaravati,2020-02-10,36.26,56.64,2.36,14.25,16.61,18.78,0.53,17.68,46.43,0.58,1.45,0.12,65.0,Satisfactory
Amaravati,2020-02-11,45.14,73.27,2.37,13.84,16.21,18.61,0.6,18.99,53.62,0.64,1.74,0.14,70.0,Satisfactory
Amaravati,2020-02-12,59.61,94.82,2.4,17.03,19.43,19.76,0.67,21.32,55.77,0.74,3.79,0.13,86.0,Satisfactory
Amaravati,2020-02-13,61.24,99.2,3.15,25.9,29.049999999999997,20.39,0.64,34.59,46.13,0.73,2.66,0.21,110.0,Moderate
Amaravati,2020-02-14,43.11,76.55,2.24,16.21,18.450000000000003,18.22,0.52,23.05,46.64,0.45,1.41,0.13,87.0,Satisfactory
Amaravati,2020-02-15,64.53,110.64,2.58,23.25,25.83,21.25,0.78,27.95,53.69,1.01,5.19,0.37,103.0,Moderate
Amaravati,2020-02-16,37.53,64.2,1.97,14.1,16.07,21.98,0.44,15.75,40.59,0.41,1.1,0.14,88.0,Satisfactory
Amaravati,2020-02-17,29.12,54.82,,14.06,17.86,18.64,0.44,19.12,41.62,0.39,1.15,0.14,66.0,Satisfactory
Amaravati,2020-02-18,31.68,62.23,2.77,14.53,17.3,18.14,0.48,20.98,37.94,0.46,1.51,0.18,66.0,Satisfactory
Amaravati,2020-02-19,40.98,69.15,2.22,14.6,16.82,19.11,0.46,18.62,39.9,0.33,0.97,0.14,65.0,Satisfactory
Amaravati,2020-02-20,49.1,74.88,2.17,12.98,15.15,17.4,0.44,17.74,49.28,0.31,0.67,0.14,77.0,Satisfactory
Amaravati,2020-02-21,35.92,61.83,1.79,11.83,13.620000000000001,13.53,0.47,16.2,42.11,0.38,1.02,0.16,74.0,Satisfactory
Amaravati,2020-02-22,27.13,54.16,1.78,12.98,14.76,10.6,0.48,20.2,39.74,0.49,6.94,0.13,60.0,Satisfactory
Amaravati,2020-02-23,34.81,62.43,1.99,14.44,16.43,12.6,0.77,13.0,44.47,0.44,2.7,0.15,82.0,Satisfactory
Amaravati,2020-02-24,31.66,53.22,1.94,9.29,11.229999999999999,14.42,0.62,15.94,46.68,0.18,1.19,0.12,68.0,Satisfactory
Amaravati,2020-02-25,24.86,47.43,2.38,10.73,13.11,12.94,0.61,16.73,39.9,0.22,0.5,0.12,53.0,Satisfactory
Amaravati,2020-02-26,31.28,59.42,2.46,13.15,15.61,15.78,0.81,19.56,40.48,0.43,1.57,0.18,78.0,Satisfactory
Amaravati,2020-02-27,38.85,67.95,2.65,13.49,16.14,14.82,0.86,22.27,43.97,0.28,1.8,0.16,73.0,Satisfactory
Amaravati,2020-02-28,31.99,57.18,2.22,10.99,13.21,14.0,0.66,23.6,51.47,0.43,1.47,0.11,68.0,Satisfactory
Amaravati,2020-02-29,35.99,59.72,,10.24,12.11,13.49,0.52,18.21,51.81,0.32,0.83,0.12,65.0,Satisfactory
Amaravati,2020-03-01,32.99,56.46,1.68,8.29,9.969999999999999,12.67,0.48,19.32,52.32,0.26,0.5,0.13,67.0,Satisfactory
Amaravati,2020-03-02,39.84,62.14,2.35,11.69,14.04,12.86,0.56,24.7,49.09,0.25,0.63,0.17,67.0,Satisfactory
Amaravati,2020-03-03,40.19,64.95,2.55,10.71,13.260000000000002,12.84,0.58,22.82,45.68,0.27,0.64,0.14,70.0,Satisfactory
Amaravati,2020-03-04,35.95,59.47,2.76,12.61,15.37,12.21,0.55,17.88,38.71,0.28,0.69,0.12,66.0,Satisfactory
Amaravati,2020-03-05,20.14,31.66,2.18,7.85,10.03,10.82,0.49,18.35,26.21,0.13,0.32,0.1,47.0,Good
Amaravati,2020-03-06,19.0,31.65,1.94,5.45,7.390000000000001,10.31,0.48,17.86,29.66,0.14,0.18,,36.0,Good
